20_13	querer	eu | condicional	quereria	I would talk
20_14	querer	ele/a (vc) | condicional	quereria	he would talk
20_15	querer	nós | condicional	quereríamos	we would talk
20_16	querer	eles/as (vcs) | condicional	quereriam	they would talk
20_17	querer	ele/a (vc) | imperativo	queira	talk!
20_18	querer	nós | imperativo	queiramos	talk!
20_19	querer	eles/as (vcs) | imperativo	queiram	talk!
20_20	querer	| gerundo	querendo	talking
20_21	querer	| particípio	querido	talked
20_22	querer	eu | presente subjuntivo	queira	(that) I talk
20_23	querer	ele/a (vc) | presente subjuntivo	queira	(that) he talk
20_24	querer	nós | presente subjuntivo	queiramos	(that) we talk
20_25	querer	eles/as (vcs) | presente subjuntivo	queiram	(that) they talk
20_26	querer	eu | imperfeito subjuntivo	quisesse	(if) I talked
